image,xmin,ymin,xmax,ymax,label,tweek_sign
ch1_20150914_130211_791_s3.jpg,498,0,549,162,1,1
ch1_20170702_170622_764_s72.jpg,732,0,741,162,1,1
ch1_20150915_184833_399_s117.jpg,720,0,740,162,1,1
ch1_20160830_190459_841_s102.jpg,166,0,185,162,1,1
ch1_20170730_171907_076_s111.jpg,201,0,211,162,1,1
ch1_20160830_193000_969_s2.jpg,1091,0,1107,162,1,1
ch1_20180602_211229_947_s86.jpg,821,0,845,162,1,1
ch1_20160802_160938_887_s145.jpg,1231,0,1248,162,1,1
ch1_20180615_200005_654_s48.jpg,257,0,279,162,1,1
ch1_20170730_171406_868_s135.jpg,792,0,800,162,1,1
ch1_20170730_171406_868_s135.jpg,223,0,237,162,1,1
ch1_20150902_230932_991_s81.jpg,20,0,36,162,1,1
ch1_20180615_202506_686_s20.jpg,717,0,751,162,1,1
ch1_20180615_202506_686_s20.jpg,670,0,691,162,1,1
ch1_20180615_202506_686_s20.jpg,965,0,994,162,1,1
ch1_20160830_191500_286_s90.jpg,949,0,962,162,1,1
ch1_20150915_185833_856_s43.jpg,586,0,596,162,1,1
ch1_20180602_211229_947_s144.jpg,648,0,660,162,1,1
ch1_20170730_171907_076_s111.jpg,46,0,61,162,1,1
ch1_20180615_202006_477_s138.jpg,897,0,919,162,1,1
ch1_20160815_203846_040_s23.jpg,63,0,76,162,1,1
ch1_20150915_191834_773_s119.jpg,638,0,663,162,1,1
ch1_20150915_191834_773_s119.jpg,689,0,709,162,1,1
ch1_20180629_154353_397_s136.jpg,1060,0,1073,162,1,1
ch1_20150902_235935_260_s133.jpg,301,0,324,162,1,1
ch1_20180602_205229_138_s66.jpg,993,0,1013,162,1,1
ch1_20150915_193835_683_s62.jpg,949,0,970,162,1,1
ch1_20150902_232433_673_s5.jpg,664,0,681,162,1,1
ch1_20160830_194001_403_s132.jpg,243,0,264,162,1,1
ch1_20160830_194001_403_s132.jpg,1333,0,1356,162,1,1
ch1_20180615_200505_862_s39.jpg,452,0,467,162,1,1
ch1_20170715_123418_570_s132.jpg,1370,0,1385,162,1,1
ch1_20180615_202006_477_s55.jpg,416,0,436,162,1,1
ch1_20180614_115346_659_s134.jpg,1373,0,1386,162,1,1
ch1_20150915_191334_545_s120.jpg,480,0,517,162,1,1
ch1_20150915_191334_545_s120.jpg,1317,0,1333,162,1,1
ch1_20150915_193835_683_s73.jpg,1033,0,1052,162,1,1
ch1_20150915_193835_683_s73.jpg,1065,0,1085,162,1,1
ch1_20180614_115346_659_s6.jpg,924,0,937,162,1,1
ch1_20150914_132712_919_s91.jpg,722,0,740,162,1,1
ch1_20180629_155353_823_s95.jpg,832,0,852,162,1,1
ch1_20150902_235935_260_s70.jpg,497,0,508,162,1,1
ch1_20160815_205846_942_s16.jpg,1291,0,1312,162,1,1
ch1_20180615_201006_070_s48.jpg,17,0,48,162,1,1
ch1_20150927_142135_218_s67.jpg,1144,0,1157,162,1,1
ch1_20180629_160854_456_s22.jpg,876,0,889,162,1,1
ch1_20160815_210347_173_s54.jpg,648,0,666,162,1,1
ch1_20160815_212348_074_s86.jpg,1127,0,1150,162,1,1
ch1_20150915_184833_399_s111.jpg,568,0,591,162,1,1
ch1_20180602_212730_544_s135.jpg,1390,0,1410,162,1,1
ch1_20180602_211730_150_s120.jpg,134,0,147,162,1,1
ch1_20160815_211847_860_s112.jpg,464,0,480,162,1,1
ch1_20160815_211847_860_s112.jpg,482,0,493,162,1,1
ch1_20160830_191000_059_s9.jpg,863,0,875,162,1,1
ch1_20180615_194505_040_s30.jpg,411,0,436,162,1,1
ch1_20160815_210847_398_s51.jpg,1069,0,1086,162,1,1
ch1_20180629_162355_087_s129.jpg,517,0,532,162,1,1
ch1_20180629_155353_823_s45.jpg,1354,0,1372,162,1,1
ch1_20180615_203006_889_s115.jpg,752,0,763,162,1,1
ch1_20170715_121417_713_s10.jpg,1325,0,1333,162,1,1
ch1_20170715_121417_713_s10.jpg,1370,0,1377,162,1,1
ch1_20170715_121417_713_s10.jpg,1384,0,1393,162,1,1
ch1_20170715_121417_713_s10.jpg,1401,0,1408,162,1,1
ch1_20170715_121417_713_s10.jpg,714,0,732,162,1,1
ch1_20170715_121417_713_s10.jpg,679,0,699,162,1,1
ch1_20170715_121417_713_s10.jpg,459,0,476,162,1,1
ch1_20170715_121417_713_s10.jpg,375,0,389,162,1,1
ch1_20170715_121417_713_s10.jpg,316,0,328,162,1,1
ch1_20170715_121417_713_s10.jpg,144,0,163,162,1,1
ch1_20170715_121417_713_s10.jpg,120,0,132,162,1,1
ch1_20150915_184333_173_s71.jpg,671,0,691,162,1,1
ch1_20150915_184333_173_s71.jpg,1388,0,1400,162,1,1
ch1_20180602_212730_544_s126.jpg,638,0,652,162,1,1
ch1_20160815_204846_498_s140.jpg,924,0,939,162,1,1
ch1_20180614_122848_090_s10.jpg,294,0,305,162,1,1
ch1_20180614_122848_090_s10.jpg,344,0,353,162,1,1
ch1_20160830_200002_284_s130.jpg,1079,0,1102,162,1,1
ch1_20180602_211229_947_s74.jpg,292,0,312,162,1,1
ch1_20180602_211229_947_s74.jpg,587,0,613,162,1,1
ch1_20180629_154853_611_s98.jpg,884,0,903,162,1,1
ch1_20180629_163355_510_s114.jpg,1142,0,1157,162,1,1
ch1_20180602_204228_741_s61.jpg,684,0,696,162,1,1
ch1_20180602_204228_741_s61.jpg,699,0,713,162,1,1
ch1_20160830_191500_286_s117.jpg,434,0,445,162,1,1
ch1_20160830_191500_286_s117.jpg,584,0,600,162,1,1
ch1_20160815_212348_074_s109.jpg,524,0,554,162,1,1
ch1_20150915_185833_856_s42.jpg,332,0,351,162,1,1
ch1_20150915_185833_856_s42.jpg,34,0,45,162,1,1
ch1_20150915_185833_856_s42.jpg,114,0,130,162,1,1
ch1_20150915_185833_856_s42.jpg,333,0,347,162,1,1
ch1_20170714_153824_509_s43.jpg,291,0,303,162,1,1
ch1_20170714_153824_509_s43.jpg,971,0,983,162,1,1
ch1_20170714_153824_509_s43.jpg,1083,0,1096,162,1,1
ch1_20170714_153824_509_s43.jpg,1161,0,1173,162,1,1
ch1_20170714_153824_509_s43.jpg,1240,0,1260,162,1,1
ch1_20180614_122347_884_s56.jpg,340,0,352,162,1,1
ch1_20170715_123918_771_s10.jpg,1238,0,1258,162,1,1
ch1_20180602_205229_138_s93.jpg,1335,0,1369,162,1,1
ch1_20150915_185333_628_s144.jpg,1312,0,1321,162,1,1
ch1_20180602_204228_741_s114.jpg,455,0,474,162,1,1
ch1_20180602_204228_741_s114.jpg,413,0,434,162,1,1
ch1_20160830_191000_059_s30.jpg,686,0,708,162,1,1
ch1_20150915_190834_313_s142.jpg,844,0,857,162,1,1
ch1_20150927_134633_618_s119.jpg,1301,0,1312,162,1,1
ch1_20150927_134633_618_s119.jpg,1329,0,1340,162,1,1
ch1_20150927_134633_618_s119.jpg,1352,0,1365,162,1,1
ch1_20150927_134633_618_s119.jpg,1376,0,1395,162,1,1
ch1_20150927_134633_618_s119.jpg,310,0,328,162,1,1
ch1_20150927_134633_618_s119.jpg,423,0,442,162,1,1
ch1_20170715_123418_570_s34.jpg,1100,0,1128,162,1,1
ch1_20150902_230432_765_s71.jpg,475,0,502,162,1,1
ch1_20180615_201006_070_s47.jpg,1378,0,1411,162,1,1
ch1_20180615_203507_097_s108.jpg,1305,0,1340,162,1,1
ch1_20170730_163905_415_s105.jpg,181,0,204,162,1,1
ch1_20170730_163905_415_s105.jpg,367,0,386,162,1,1
ch1_20170730_163905_415_s105.jpg,732,0,747,162,1,1
